,Follower,Followee,Weight
3911,3188,3598,1
3912,2118,3604,1
3913,84649,3605,1
3914,2219,3607,1
3915,84649,3614,1
3916,2255,3626,1
3917,2770,3630,1
3918,84649,3632,1
3919,3904,3633,1
3920,1752,3638,1
3921,3453,3641,1
3922,2775,3644,1
3923,2489,3655,1
3924,2255,3657,1
3925,3910,3659,1
3926,3914,3667,1
3927,2255,3674,1
3928,3427,3684,1
3929,2775,3720,1
3930,2780,3731,1
3931,18630,3732,1
3932,3473,3733,1
3933,10765,3734,1
3934,2255,3735,1
3935,3427,3740,1
3936,2721,3742,1
3937,2770,3743,1
3938,2775,3754,1
3939,2775,3755,1
3940,10765,3758,1
3941,3453,3764,1
3942,2775,3766,1
3943,2775,3772,1
3944,2726,3775,1
3945,2573,3776,1
3946,2775,3777,1
3947,3816,3782,1
3948,4367,3783,1
3949,2775,3787,1
3950,6421,3794,1
3951,3816,3801,1
3952,4344,3806,1
3953,4367,3816,1
3954,4219,3822,1
3955,10765,3824,1
3956,3970,3827,1
3957,2176,3834,1
3958,6421,3836,1
3959,4219,3840,1
3960,4367,3842,1
3961,4402,3843,1
3962,2770,3845,1
3963,6884,3846,1
3964,10765,3851,1
3965,2780,3853,1
3966,3427,3861,1
3967,10765,3877,1
3968,4056,3885,1
3969,10765,3886,1
3970,3733,3887,1
3971,3427,3900,1
3972,3157,3904,1
3973,2775,3909,1
3974,4367,3910,1
3975,3191,3914,1
3976,3846,3915,1
3977,2770,3917,1
3978,4114,3920,1
3979,4236,3923,1
3980,2770,3928,1
3981,2775,3932,1
3982,4367,3934,1
3983,4236,3938,1
3984,2721,3945,1
3985,4100,3946,1
3986,9576,3953,1
3987,10765,3956,1
3988,2780,3967,1
3989,2770,3969,1
3990,2575,3970,1
3991,4072,3974,1
3992,2683,3975,1
3993,2489,3987,1
3994,2775,3992,1
3995,2780,4015,1
3996,3469,4022,1
3997,10765,4030,1
3998,2806,4032,1
3999,2260,4033,1
4000,1997,4035,1
4001,10765,4041,1
4002,4075,4047,1
4003,4100,4053,1
4004,4344,4054,1
4005,3822,4056,1
4006,3394,4057,1
4007,4546,4062,1
4008,84649,4066,1
4009,10765,4072,1
4010,2260,4075,1
4011,5482,4078,1
4012,10765,4084,1
4013,4580,4086,1
4014,4219,4095,1
4015,6421,4100,1
4016,4437,4114,1
4017,10333,4120,1
4018,4437,4126,1
4019,4437,4127,1
4020,10765,4134,1
4021,2260,4143,1
4022,2260,4148,1
4023,2775,4150,1
4024,2222,4155,1
4025,2721,4170,1
4026,2775,4176,1
4027,2775,4185,1
4028,4563,4193,1
4029,2775,4197,1
4030,4437,4214,1
4031,3822,4219,1
4032,2770,4227,1
4033,2775,4230,1
4034,2365,4236,1
4035,84649,4244,1
4036,4219,4245,1
4037,4367,4252,1
4038,6421,4268,1
4039,2260,4269,1
4040,2078,4277,1
4041,2775,4282,1
4042,2641,4288,1
4043,2775,4297,1
4044,3479,4302,1
4045,1731,4305,1
4046,4056,4307,1
4047,2780,4308,1
4048,2780,4312,1
4049,18630,4331,1
4050,1731,4342,1
4051,4687,4344,1
4052,3816,4367,1
4053,2291,4382,1
4054,4796,4387,1
4055,1924,4402,1
4056,2775,4405,1
4057,5164,4418,1
4058,5164,4433,1
4059,4114,4437,1
4060,18744,4481,1
4061,4078,4492,1
4062,4114,4509,1
4063,3801,4535,1
4064,3598,4546,1
4065,4670,4559,1
4066,4193,4563,1
4067,2365,4580,1
4068,3427,4594,1
4069,3303,4596,1
4070,84649,4605,1
4071,3801,4619,1
4072,6249,4648,1
4073,4078,4662,1
4074,4596,4663,1
4075,6187,4670,1
4076,2775,4674,1
4077,4744,4675,1
4078,889,4676,1
4079,5601,4681,1
4080,3479,4686,1
4081,4580,4687,1
4082,84649,4696,1
4083,6291,4703,1
4084,3150,4708,1
4085,6187,4715,1
4086,3479,4723,1
4087,6187,4724,1
4088,6187,4728,1
4089,6187,4737,1
4090,6187,4738,1
4091,2407,4744,1
4092,6187,4774,1
4093,6187,4785,1
4094,6187,4787,1
4095,2365,4796,1
4096,5216,4803,1
4097,6421,4820,1
4098,2404,4826,1
4099,2500,4834,1
4100,5304,4892,1
4101,5304,4895,1
4102,5750,4902,1
4103,2770,4911,1
4104,2576,4935,1
4105,18630,4941,1
4106,2770,4996,1
4107,2500,5008,1
4108,10765,5020,1
4109,6406,5026,1
4110,2721,5093,1
4111,7882,5111,1
4112,5326,5129,1
4113,16185,5136,1
4114,5304,5162,1
4115,2780,5163,1
4116,5304,5164,1
4117,5326,5172,1
4118,2775,5179,1
4119,5326,5213,1
4120,5921,5215,1
4121,6235,5216,1
4122,2770,5220,1
4123,1924,5252,1
4124,6187,5256,1
4125,6929,5278,1
4126,6235,5285,1
4127,6187,5296,1
4128,889,5303,1
4129,5256,5304,1
4130,2732,5315,1
4131,6235,5320,1
4132,10765,5326,1
4133,2775,5353,1
4134,6235,5373,1
4135,5256,5376,1
4136,5256,5382,1
4137,2720,5385,1
4138,3514,5419,1
4139,2720,5446,1
4140,6421,5480,1
4141,7610,5482,1
4142,5601,5589,1
4143,2721,5592,1
4144,5896,5595,1
4145,7018,5599,1
4146,5589,5601,1
4147,5706,5616,1
4148,5589,5632,1
4149,5871,5658,1
4150,2721,5668,1
4151,6406,5682,1
4152,6939,5690,1
4153,5896,5706,1
4154,5896,5720,1
4155,2775,5728,1
4156,3479,5750,1
4157,10765,5776,1
4158,2775,5800,1
4159,5682,5801,1
4160,4492,5861,1
4161,5616,5871,1
4162,10765,5892,1
4163,5616,5896,1
4164,5482,5917,1
4165,2576,5921,1
4166,2775,5952,1
4167,2731,5990,1
4168,6939,6017,1
4169,6235,6046,1
4170,10765,6071,1
4171,3514,6105,1
4172,4214,6111,1
4173,6111,6128,1
4174,2576,6157,1
4175,7018,6184,1
4176,5304,6187,1
4177,2775,6222,1
4178,4803,6235,1
4179,5256,6249,1
4180,2780,6266,1
4181,10765,6273,1
4182,5026,6284,1
4183,5682,6286,1
4184,3147,6288,1
4185,4703,6291,1
4186,6421,6305,1
4187,2770,6313,1
4188,10765,6343,1
4189,6609,6374,1
4190,6609,6377,1
4191,6462,6394,1
4192,5026,6406,1
4193,4100,6421,1
4194,6377,6441,1
4195,6394,6462,1
4196,5682,6463,1
4197,6609,6502,1
4198,2775,6514,1
4199,84649,6567,1
4200,2780,6599,1
4201,84649,6607,1
4202,6377,6609,1
4203,3479,6613,1
4204,2780,6626,1
4205,2780,6634,1
4206,2573,6636,1
4207,14599,6651,1
4208,2721,6654,1
4209,2721,6656,1
4210,2780,6668,1
4211,2721,6678,1
4212,2720,6717,1
4213,6609,6718,1
4214,2017,6734,1
4215,2721,6750,1
4216,84649,6751,1
4217,2780,6782,1
4218,2775,6800,1
4219,2330,6802,1
4220,14610,6819,1
4221,14610,6852,1
4222,2770,6865,1
4223,3514,6872,1
4224,6939,6884,1
4225,4072,6891,1
4226,2770,6924,1
4227,2226,6929,1
4228,6884,6939,1
4229,2731,6944,1
4230,3182,6954,1
4231,14610,6995,1
4232,3283,7015,1
4233,1883,7018,1
4234,2781,7032,1
4235,2781,7041,1
4236,2780,7091,1
4237,4437,7104,1
4238,4437,7158,1
4239,7430,7193,1
4240,11579,7319,1
4241,7430,7352,1
4242,7430,7370,1
4243,6884,7374,1
4244,3514,7376,1
4245,2226,7391,1
4246,7430,7394,1
4247,7430,7398,1
4248,6463,7399,1
4249,84649,7408,1
4250,7398,7430,1
4251,84649,7513,1
4252,5482,7610,1
4253,1883,7699,1
4254,2775,7742,1
4255,6377,7786,1
4256,2770,7787,1
4257,5482,7800,1
4258,2732,7802,1
4259,2770,7847,1
4260,5482,7882,1
4261,4387,7915,1
4262,2775,7960,1
4263,7018,7970,1
4264,84649,8128,1
4265,3286,8165,1
4266,5482,8268,1
4267,5480,8479,1
4268,9397,8672,1
4269,2780,8749,1
4270,5482,8779,1
4271,3490,8784,1
4272,2726,9210,1
4273,2726,9353,1
4274,3490,9370,1
4275,3490,9397,1
4276,5482,9576,1
4277,2775,9666,1
4278,2775,9859,1
4279,9397,10062,1
4280,4120,10147,1
4281,10858,10232,1
4282,10858,10333,1
4283,2404,10550,1
4284,5129,10765,1
4285,4120,10858,1
4286,4120,10944,1
4287,5129,11147,1
4288,7319,11579,1
4289,2780,12386,1
4290,2366,12444,1
4291,3633,12746,1
4292,5682,12776,1
4293,2770,12997,1
4294,2775,13352,1
4295,2726,13394,1
4296,1924,13815,1
4297,4084,14027,1
4298,4084,14149,1
4299,3286,14219,1
4300,4084,14286,1
4301,4072,14293,1
4302,4072,14599,1
4303,6852,14610,1
4304,4072,15217,1
4305,15747,15507,1
4306,15747,15573,1
4307,15747,15603,1
4308,15747,15619,1
4309,15619,15747,1
4310,15619,15793,1
4311,84649,16062,1
4312,15619,16091,1
4313,3182,16185,1
4314,15619,16602,1
4315,15619,16697,1
4316,15619,17185,1
4317,3732,18630,1
4318,3732,18744,1
4319,3732,18759,1
4320,7319,30779,1
4321,7319,30916,1
4322,7319,31035,1
4323,7319,31121,1
4324,3286,84649,1
4325,7319,48,1
4326,2770,331,1
4327,2770,344,1
4328,6421,365,1
4329,2780,403,1
4330,2775,475,1
4331,2780,498,1
4332,84649,508,1
4333,4687,545,1
4334,1923,554,1
4335,1923,573,1
4336,2775,611,1
4337,2775,612,1
4338,2780,652,1
4339,2781,694,1
4340,2780,724,1
4341,2780,757,1
4342,2780,769,1
4343,2775,830,1
4344,2512,889,1
4345,3657,972,1
4346,2770,1135,1
4347,2775,1175,1
4348,2731,1187,1
4349,2775,1351,1
4350,2685,1407,1
4351,84649,1462,1
4352,2780,1547,1
4353,2780,1570,1
4354,2770,1608,1
4355,10333,1619,1
4356,1667,1635,1
4357,6502,1637,1
4358,6421,1647,1
4359,1675,1650,1
4360,2914,1652,1
4361,2914,1654,1
4362,2914,1667,1
4363,2914,1670,1
4364,2914,1672,1
4365,1923,1675,1
4366,2775,1677,1
4367,3045,1681,1
4368,3045,1701,1
4369,4342,1731,1
4370,3638,1752,1
4371,2775,1769,1
4372,1923,1782,1
4373,2781,1786,1
4374,3045,1787,1
4375,2781,1791,1
4376,3045,1795,1
4377,2775,1802,1
4378,2781,1806,1
4379,2781,1810,1
4380,3638,1848,1
4381,1887,1851,1
4382,2744,1859,1
4383,2780,1861,1
4384,2744,1862,1
4385,1918,1868,1
4386,2780,1874,1
4387,2726,1878,1
4388,2780,1882,1
4389,6184,1883,1
4390,2780,1884,1
4391,2770,1885,1
4392,1918,1887,1
4393,6394,1889,1
4394,554,1893,1
4395,1887,1895,1
4396,2744,1896,1
4397,6819,1902,1
4398,2726,1916,1
4399,6819,1918,1
4400,2366,1923,1
4401,4402,1924,1
4402,1996,1925,1
4403,1996,1931,1
4404,6852,1932,1
4405,2781,1949,1
4406,4084,1966,1
4407,1752,1968,1
4408,5589,1974,1
4409,1990,1975,1
4410,1996,1977,1
4411,3735,1980,1
4412,2141,1981,1
4413,1996,1983,1
4414,1996,1988,1
4415,1981,1990,1
4416,2013,1991,1
4417,2013,1992,1
4418,1981,1995,1
4419,2013,1996,1
4420,1981,1997,1
4421,2770,1998,1
4422,2013,2003,1
4423,2013,2004,1
4424,2013,2006,1
4425,2013,2012,1
4426,2012,2013,1
4427,6734,2017,1
4428,1889,2023,1
4429,2726,2024,1
4430,1983,2027,1
4431,1983,2033,1
4432,1983,2034,1
4433,2781,2035,1
4434,3735,2045,1
4435,1918,2053,1
4436,1889,2057,1
4437,5599,2061,1
4438,2775,2068,1
4439,2780,2070,1
4440,1980,2072,1
4441,2272,2077,1
4442,1981,2078,1
4443,1983,2079,1
4444,1981,2084,1
4445,2781,2085,1
4446,84649,2087,1
4447,2142,2088,1
4448,1988,2092,1
4449,7391,2096,1
4450,1988,2099,1
4451,2780,2100,1
4452,7391,2103,1
4453,1981,2109,1
4454,2335,2118,1
4455,1981,2120,1
4456,3463,2129,1
4457,84649,2136,1
4458,2731,2138,1
4459,1981,2141,1
4460,6394,2142,1
4461,2335,2143,1
4462,84649,2148,1
4463,4433,2150,1
4464,2781,2155,1
4465,6394,2156,1
4466,2726,2157,1
4467,6394,2160,1
4468,2726,2167,1
4469,2781,2172,1
4470,6394,2176,1
4471,6394,2178,1
4472,3478,2179,1
4473,1981,2188,1
4474,3089,2194,1
4475,6394,2197,1
4476,2974,2205,1
4477,2726,2206,1
4478,6394,2207,1
4479,2900,2208,1
4480,2900,2212,1
4481,6394,2213,1
4482,4155,2219,1
4483,6394,2221,1
4484,4155,2222,1
4485,1980,2226,1
4486,2726,2228,1
4487,1980,2236,1
4488,1996,2237,1
4489,2731,2238,1
4490,1980,2242,1
4491,2178,2244,1
4492,4342,2246,1
4493,4155,2248,1
4494,2731,2254,1
4495,1980,2255,1
4496,4269,2260,1
4497,2726,2266,1
4498,2732,2270,1
4499,84649,2272,1
4500,2783,2277,1
4501,3351,2279,1
4502,2775,2280,1
4503,2780,2286,1
4504,3188,2287,1
4505,2721,2291,1
4506,2287,2298,1
4507,2335,2305,1
4508,2731,2309,1
4509,2775,2315,1
4510,3089,2318,1
4511,2731,2323,1
4512,3638,2330,1
4513,2721,2332,1
4514,2143,2335,1
4515,2770,2341,1
4516,2143,2342,1
4517,2770,2360,1
4518,2770,2363,1
4519,4580,2365,1
4520,1675,2366,1
4521,2731,2369,1
4522,2770,2380,1
4523,2731,2384,1
4524,5482,2391,1
4525,2731,2402,1
4526,2731,2404,1
4527,2720,2407,1
4528,2780,2408,1
4529,2775,2415,1
4530,2460,2416,1
4531,2460,2422,1
4532,84649,2423,1
4533,2686,2425,1
4534,2678,2430,1
4535,2678,2431,1
4536,2678,2436,1
4537,2678,2447,1
4538,2678,2450,1
4539,2678,2460,1
4540,3987,2467,1
4541,6305,2472,1
4542,2731,2475,1
4543,2775,2476,1
4544,2732,2479,1
4545,2744,2484,1
4546,5252,2485,1
4547,2775,2486,1
4548,3987,2489,1
4549,6734,2491,1
4550,2335,2495,1
4551,2775,2496,1
4552,2591,2500,1
4553,84649,2502,1
4554,2678,2505,1
4555,5303,2506,1
4556,2788,2507,1
4557,2780,2509,1
4558,4100,2511,1
4559,2978,2512,1
4560,2731,2514,1
4561,2775,2519,1
4562,2780,2523,1
4563,4245,2526,1
4564,1924,2530,1
4565,84649,2534,1
4566,2978,2543,1
4567,2530,2548,1
4568,10333,2562,1
4569,2770,2566,1
4570,2974,2568,1
4571,84649,2569,1
4572,2731,2571,1
4573,2678,2573,1
4574,2781,2574,1
4575,3987,2575,1
4576,2858,2576,1
4577,2775,2579,1
4578,15507,2582,1
4579,2726,2583,1
4580,2678,2585,1
4581,2825,2590,1
4582,4834,2591,1
4583,4288,2593,1
4584,2512,2604,1
4585,4402,2606,1
4586,84649,2610,1
4587,4288,2618,1
4588,6184,2619,1
4589,84649,2623,1
4590,4288,2641,1
4591,6071,2651,1
4592,4288,2660,1
4593,4288,2661,1
4594,2770,2669,1
4595,2731,2670,1
4596,3478,2675,1
4597,2585,2678,1
4598,2732,2683,1
4599,3182,2684,1
4600,3045,2685,1
4601,2792,2686,1
4602,2780,2690,1
4603,2836,2703,1
4604,3478,2709,1
4605,2780,2710,1
4606,2836,2718,1
4607,84649,2720,1
4608,2858,2721,1
4609,2792,2726,1
4610,1924,2731,1
4611,7802,2732,1
4612,2858,2744,1
4613,2780,2745,1
4614,2731,2750,1
4615,2825,2753,1
4616,3478,2760,1
4617,3311,2770,1
4618,16185,2775,1
4619,2792,2780,1
4620,2604,2781,1
4621,2718,2783,1
4622,3089,2788,1
4623,2990,2792,1
4624,1990,2806,1
4625,3816,2817,1
4626,2877,2825,1
4627,3091,2831,1
4628,2718,2832,1
4629,2718,2836,1
4630,2760,2838,1
4631,2760,2842,1
4632,2732,2850,1
4633,2780,2857,1
4634,6157,2858,1
4635,3089,2859,1
4636,14219,2867,1
4637,3089,2869,1
4638,5326,2874,1
4639,2770,2876,1
4640,2825,2877,1
4641,2585,2881,1
4642,3089,2890,1
4643,2760,2900,1
4644,2760,2906,1
4645,2770,2908,1
4646,3045,2914,1
4647,2780,2916,1
4648,2990,2920,1
4649,2825,2923,1
4650,2760,2937,1
4651,2990,2938,1
4652,2731,2952,1
4653,2780,2957,1
4654,3089,2964,1
4655,2205,2974,1
4656,2512,2978,1
4657,2780,2990,1
4658,2775,2993,1
4659,3311,3000,1
4660,2780,3010,1
4661,2890,3022,1
4662,2718,3033,1
4663,3243,3037,1
4664,1795,3045,1
4665,2877,3052,1
4666,2760,3055,1
4667,2753,3056,1
4668,2718,3058,1
4669,3816,3065,1
4670,2219,3089,1
4671,2219,3091,1
4672,3463,3095,1
4673,2825,3101,1
4674,2279,3105,1
4675,2775,3110,1
4676,2770,3122,1
4677,5326,3130,1
4678,2770,3134,1
4679,5892,3139,1
4680,2825,3140,1
4681,3478,3144,1
4682,2330,3147,1
4683,84649,3150,1
4684,2770,3151,1
4685,2731,3157,1
4686,2775,3161,1
4687,3243,3173,1
4688,2726,3176,1
4689,16185,3182,1
4690,2287,3188,1
4691,3243,3191,1
4692,2726,3195,1
4693,2770,3196,1
4694,2770,3199,1
4695,3466,3203,1
4696,2770,3214,1
4697,3283,3215,1
4698,84649,3220,1
4699,2770,3222,1
4700,3667,3243,1
4701,4100,3248,1
4702,4546,3262,1
4703,3243,3263,1
4704,3065,3270,1
4705,2726,3276,1
4706,2718,3277,1
4707,7015,3283,1
4708,7015,3286,1
4709,2718,3288,1
4710,2760,3292,1
4711,2877,3293,1
4712,3463,3303,1
4713,2760,3306,1
4714,3065,3307,1
4715,2718,3311,1
4716,2760,3321,1
4717,2780,3329,1
4718,2760,3339,1
4719,4100,3349,1
4720,2279,3351,1
4721,3478,3372,1
4722,3861,3374,1
4723,2760,3380,1
4724,2721,3384,1
4725,4100,3386,1
4726,3641,3394,1
4727,3065,3400,1
4728,3303,3406,1
4729,2760,3407,1
4730,2760,3409,1
4731,2760,3414,1
4732,2775,3417,1
4733,3684,3427,1
4734,3822,3429,1
4735,3469,3436,1
4736,3270,3444,1
4737,3684,3448,1
4738,3684,3449,1
4739,3469,3453,1
4740,3037,3463,1
4741,3469,3464,1
4742,2593,3466,1
4743,3270,3468,1
4744,4022,3469,1
4745,2721,3473,1
4746,4022,3477,1
4747,2709,3478,1
4748,5750,3479,1
4749,2683,3482,1
4750,3816,3483,1
4751,2710,3490,1
4752,3861,3493,1
4753,2721,3497,1
4754,2721,3501,1
4755,84649,3509,1
4756,4022,3513,1
4757,3846,3514,1
4758,4022,3520,1
4759,4022,3522,1
4760,2721,3530,1
4761,2366,3535,1
4762,2770,3542,1
4763,2770,3545,1
4764,6128,3550,1
4765,3469,3555,1
4766,2720,3566,1
4767,2770,3568,1
4768,2760,3570,1
4769,2726,3576,1
4770,2770,3577,1
4771,3469,3579,1
4772,4546,3582,1
4773,2770,3593,1
4774,2775,3594,1
4775,3735,3597,1
4776,2287,3598,1
4777,2143,3604,1
4778,2721,3605,1
4779,4155,3607,1
4780,2721,3614,1
4781,3735,3626,1
4782,2760,3630,1
4783,2726,3632,1
4784,84649,3633,1
4785,1968,3638,1
4786,3464,3641,1
4787,2770,3644,1
4788,2205,3655,1
4789,3735,3657,1
4790,3065,3659,1
4791,3243,3667,1
4792,3735,3674,1
4793,3861,3684,1
4794,2770,3720,1
4795,2775,3731,1
4796,4481,3732,1
4797,2721,3733,1
4798,5326,3734,1
4799,7391,3735,1
4800,3448,3740,1
4801,6157,3742,1
4802,2760,3743,1
4803,2770,3754,1
4804,2770,3755,1
4805,5326,3758,1
4806,3464,3764,1
4807,2770,3766,1
4808,2770,3772,1
4809,2780,3775,1
4810,4703,3776,1
4811,2770,3777,1
4812,3842,3782,1
4813,3816,3783,1
4814,2770,3787,1
4815,4100,3794,1
4816,3842,3801,1
4817,2890,3806,1
4818,3842,3816,1
4819,3429,3822,1
4820,5326,3824,1
4821,2974,3827,1
4822,2178,3834,1
4823,4100,3836,1
4824,3822,3840,1
4825,3816,3842,1
4826,1924,3843,1
4827,2760,3845,1
4828,5690,3846,1
4829,5326,3851,1
4830,2775,3853,1
4831,3740,3861,1
4832,5326,3877,1
4833,3822,3885,1
4834,5326,3886,1
4835,2720,3887,1
4836,3861,3900,1
4837,2731,3904,1
4838,2770,3909,1
4839,3816,3910,1
4840,3243,3914,1
4841,6884,3915,1
4842,2760,3917,1
4843,4214,3920,1
4844,4687,3923,1
4845,2760,3928,1
4846,2770,3932,1
4847,3816,3934,1
4848,4687,3938,1
4849,2775,3945,1
4850,6305,3946,1
4851,7610,3953,1
4852,5326,3956,1
4853,2775,3967,1
4854,2760,3969,1
4855,2489,3970,1
4856,3886,3974,1
4857,2775,3975,1
4858,2205,3987,1
4859,2770,3992,1
4860,2775,4015,1
4861,3641,4022,1
4862,5326,4030,1
4863,1981,4032,1
4864,4075,4033,1
4865,2078,4035,1
4866,5326,4041,1
4867,4269,4047,1
4868,6305,4053,1
4869,2890,4054,1
4870,3429,4056,1
4871,3469,4057,1
4872,2287,4062,1
4873,2720,4066,1
4874,5326,4072,1
4875,4269,4075,1
4876,9576,4078,1
4877,5326,4084,1
4878,4796,4086,1
4879,3822,4095,1
4880,6305,4100,1
4881,4214,4114,1
4882,10232,4120,1
4883,4114,4126,1
4884,4114,4127,1
4885,5326,4134,1
4886,4075,4143,1
4887,4075,4148,1
4888,2770,4150,1
4889,2194,4155,1
4890,2770,4170,1
4891,2770,4176,1
4892,2770,4185,1
4893,4302,4193,1
4894,2770,4197,1
4895,4114,4214,1
4896,3840,4219,1
4897,2760,4227,1
4898,2770,4230,1
4899,4580,4236,1
4900,2726,4244,1
4901,3840,4245,1
4902,3816,4252,1
4903,4100,4268,1
4904,4075,4269,1
4905,2806,4277,1
4906,2770,4282,1
4907,3466,4288,1
4908,2770,4297,1
4909,4686,4302,1
4910,2279,4305,1
4911,3822,4307,1
4912,2775,4308,1
4913,2775,4312,1
4914,4481,4331,1
4915,2279,4342,1
4916,2365,4344,1
4917,3842,4367,1
4918,2726,4382,1
4919,4086,4387,1
4920,2530,4402,1
4921,2770,4405,1
4922,5256,4418,1
4923,4418,4433,1
4924,4126,4437,1
4925,18630,4481,1
4926,9576,4492,1
4927,4126,4509,1
4928,3816,4535,1
4929,2287,4546,1
4930,5304,4559,1
4931,5750,4563,1
4932,7915,4580,1
4933,3448,4594,1
4934,3243,4596,1
4935,2731,4605,1
4936,3816,4619,1
4937,4670,4648,1
4938,9576,4662,1
4939,3463,4663,1
4940,6249,4670,1
4941,2770,4674,1
4942,2720,4675,1
4943,2978,4676,1
4944,2500,4681,1
4945,4563,4686,1
4946,7915,4687,1
4947,2721,4696,1
4948,2678,4703,1
4949,2678,4708,1
4950,4670,4715,1
4951,4686,4723,1
4952,4670,4724,1
4953,4670,4728,1
4954,4670,4737,1
4955,4670,4738,1
4956,84649,4744,1
4957,4670,4774,1
4958,4670,4785,1
4959,4670,4787,1
4960,4580,4796,1
4961,5373,4803,1
4962,4100,4820,1
4963,84649,4826,1
4964,2591,4834,1
4965,6187,4892,1
4966,6187,4895,1
4967,4302,4902,1
4968,2760,4911,1
4969,3742,4935,1
4970,4481,4941,1
4971,2760,4996,1
4972,5601,5008,1
4973,5326,5020,1
4974,6463,5026,1
4975,2775,5093,1
4976,5482,5111,1
4977,3734,5129,1
4978,7802,5136,1
4979,6187,5162,1
4980,2775,5163,1
4981,6187,5164,1
4982,3734,5172,1
4983,2770,5179,1
4984,3734,5213,1
4985,2744,5215,1
4986,5373,5216,1
4987,2760,5220,1
4988,4402,5252,1
4989,4670,5256,1
4990,1980,5278,1
4991,5373,5285,1
4992,4670,5296,1
4993,2978,5303,1
4994,6187,5304,1
4995,3182,5315,1
4996,5373,5320,1
4997,3734,5326,1
4998,2770,5353,1
4999,5216,5373,1
5000,6187,5376,1
5001,6187,5382,1
5002,2770,5385,1
5003,2721,5419,1
5004,2770,5446,1
5005,4100,5480,1
5006,9576,5482,1
5007,4681,5589,1
5008,2775,5592,1
5009,5658,5595,1
5010,1883,5599,1
5011,4681,5601,1
5012,5658,5616,1
5013,4681,5632,1
5014,5896,5658,1
5015,2770,5668,1
5016,6463,5682,1
5017,6884,5690,1
5018,5658,5706,1
5019,5658,5720,1
5020,2770,5728,1
5021,4193,5750,1
5022,5326,5776,1
5023,2770,5800,1
5024,7399,5801,1
5025,9576,5861,1
5026,5658,5871,1
5027,5326,5892,1
5028,5658,5896,1
5029,4078,5917,1
5030,3742,5921,1
5031,2770,5952,1
5032,2783,5990,1
5033,6884,6017,1
5034,5216,6046,1
5035,5326,6071,1
5036,2721,6105,1
5037,4114,6111,1
5038,4114,6128,1
5039,3742,6157,1
5040,5599,6184,1
5041,4670,6187,1
5042,2770,6222,1
5043,5285,6235,1
5044,4670,6249,1
5045,2775,6266,1
5046,5326,6273,1
5047,5682,6284,1
5048,7399,6286,1
5049,1752,6288,1
5050,2505,6291,1
5051,4100,6305,1
5052,2760,6313,1
5053,5326,6343,1
5054,6441,6374,1
5055,6441,6377,1
5056,2142,6394,1
5057,5682,6406,1
5058,6305,6421,1
5059,6609,6441,1
5060,2142,6462,1
5061,6406,6463,1
5062,6441,6502,1
5063,2770,6514,1
5064,2726,6567,1
5065,2775,6599,1
5066,2731,6607,1
5067,6441,6609,1
5068,4686,6613,1
5069,2775,6626,1
5070,2775,6634,1
5071,4703,6636,1
5072,14293,6651,1
5073,2775,6654,1
5074,2775,6656,1
5075,2775,6668,1
5076,2775,6678,1
5077,2760,6717,1
5078,6441,6718,1
5079,7319,6734,1
5080,2775,6750,1
5081,2721,6751,1
5082,2775,6782,1
5083,2770,6800,1
5084,1968,6802,1
5085,1918,6819,1
5086,1918,6852,1
5087,2760,6865,1
5088,2720,6872,1
5089,5690,6884,1
5090,4084,6891,1
5091,2760,6924,1
5092,3735,6929,1
5093,5690,6939,1
5094,2781,6944,1
5095,16185,6954,1
5096,6852,6995,1
5097,3215,7015,1
5098,6184,7018,1
5099,2780,7032,1
5100,2780,7041,1
5101,2775,7091,1
5102,4114,7104,1
5103,4114,7158,1
5104,2914,7193,1
5105,6734,7319,1
5106,2775,7352,1
5107,2775,7370,1
5108,6939,7374,1
5109,2720,7376,1
5110,3735,7391,1
5111,2775,7394,1
5112,2775,7398,1
5113,6286,7399,1
5114,2780,7408,1
5115,2775,7430,1
5116,2726,7513,1
5117,4078,7610,1
5118,5599,7699,1
5119,2770,7742,1
5120,6609,7786,1
5121,2760,7787,1
5122,4078,7800,1
5123,16185,7802,1
5124,2760,7847,1
5125,4078,7882,1
5126,4086,7915,1
5127,2770,7960,1
5128,6184,7970,1
5129,2726,8128,1
5130,3283,8165,1
5131,4078,8268,1
5132,6305,8479,1
5133,2710,8672,1
5134,2775,8749,1
5135,4078,8779,1
5136,2670,8784,1
5137,2775,9210,1
5138,2780,9353,1
5139,2670,9370,1
5140,2670,9397,1
5141,4078,9576,1
5142,2770,9666,1
5143,2770,9859,1
5144,2710,10062,1
5145,10333,10147,1
5146,4120,10232,1
5147,4120,10333,1
5148,2731,10550,1
5149,4072,10765,1
5150,10333,10858,1
5151,10333,10944,1
5152,4072,11147,1
5153,6734,11579,1
5154,2775,12386,1
5155,1675,12444,1
5156,84649,12746,1
5157,7399,12776,1
5158,2760,12997,1
5159,2684,13352,1
5160,2780,13394,1
5161,2530,13815,1
5162,5172,14027,1
5163,5172,14149,1
5164,7015,14219,1
5165,5172,14286,1
5166,4084,14293,1
5167,4084,14599,1
5168,6819,14610,1
5169,4084,15217,1
5170,15793,15507,1
5171,17185,15573,1
5172,15793,15603,1
5173,15793,15619,1
5174,15793,15747,1
5175,15747,15793,1
5176,2775,16062,1
5177,15747,16091,1
5178,7802,16185,1
5179,15747,16602,1
5180,15747,16697,1
5181,15747,17185,1
5182,4941,18630,1
5183,4941,18744,1
